topic0,topic1,topic2,topic3,topic4,topic5,topic6,topic7,topic8,topic9
0.8153974321107694,-0.20449326443608043,0.4137718473019097,-0.016074055067549848,-0.08171716601273772,-0.28864182543829625,-0.09939301482201755,-0.12051691708739141,0.05650754682018013,0.06523661150527121
0.6034153196602661,-0.33405738723568545,0.4810400653405602,0.11172837962066796,-0.04783465686711371,-0.21226817981358045,0.22492138827612612,-0.393790477186422,-0.15749751020055155,0.05099870245357573
0.7433388974426931,-0.10954419041183629,0.49804075231498995,0.10740117769006931,-0.10597005868406603,-0.22914145822893814,0.01813275158505454,-0.24547774229335217,-0.2121885890392424,-0.08074758685720493
0.6153087504252194,-0.1710489990395267,0.6044821734217233,-0.11214531622223031,0.12558847576365345,-0.3527333847411539,-0.07610634660821902,-0.1554023004969137,-0.20952707443731128,-0.01118748277613418
0.5836338011155876,-0.3635933081853754,0.505523366880151,0.052532281881700275,-0.25183384340051385,0.03747984445162733,0.1847513339681214,-0.3606554550509543,0.12942206376093926,-0.1519127073865086
0.8011598734402253,0.3102962373989262,0.1417055859842511,-0.1469118900768427,0.25061438115268064,0.09530580246474504,-0.22432949173350442,0.27129968451401654,0.04570371468962557,0.14929397998909041
0.3917421483642424,0.6184405648103765,-0.6306157845035157,0.04924491986514042,0.08258607353034787,-0.12224237647431886,-0.09592712636969876,-0.06958568215207983,-0.018899113273886766,-0.16674235164041235
0.7095512708097803,-0.2248318277401863,0.583839683524089,-0.10513303361130114,-0.04623998513200254,-0.2639217954991627,0.05186564023686462,-0.11584468920205312,-0.06441724808091633,-0.04487141233660022
0.5564079748286281,0.5001416183155387,-0.5073286388094143,0.10158271801858836,-0.059958928042484816,0.2852498513585929,-0.1297098946281899,0.18526784694360382,-0.18292597427787333,0.05471595860783871
0.7357704209108141,0.40261054735097773,-0.12479949085411564,0.17400437145777392,0.13443957183989635,0.21604737562480447,-0.28886495476807744,0.07043596025634047,-0.3119481947534791,0.015095392654629825
0.6621215745743692,-0.13867453215581044,0.6246964398526204,-0.06242587970356819,0.12890256686378562,-0.34154759515600974,-0.025673420109804473,-0.1187178533794749,-0.002248562734673773,-0.013893215853776385
0.6846517804291153,-0.1330500706786562,0.6345751797440651,-0.007593563797972354,0.08271430467584899,-0.2179803738133427,0.016850561278310743,-0.17109323474006036,0.08352682730198616,-0.14112274960161356
0.28951161240077034,0.47006059250520854,-0.5325634134481868,0.3225384498387,-0.30602598152663946,-0.30175214549074986,-0.047485221700398775,0.2715549038433356,-0.08851054481048959,-0.1975700822221313
0.2414357291920818,-0.317137502401774,-0.27907635839128764,0.22061198702738502,-0.6186678869043697,-0.03800889939239584,0.4752367653478657,0.13826138005410799,0.05131068697846402,-0.2877250787401557
0.3521840206563637,0.7027868445162399,-0.5884847726998313,0.013806573014661382,0.10866776282614424,-0.1253644628999839,-0.08843068889240614,-0.0026819625625649373,-0.0019563718135156617,0.014006402948561156
0.3983023634042828,0.13259951813247828,-0.2535921694012664,-0.09893051077020146,0.19996810543709867,0.41912782614901123,-0.010597399832327156,-0.07274712937481731,-0.4503857807625979,0.5707619308271951
0.733817286388625,-0.15016555119986474,0.5854889798152415,-0.048445821776879304,-0.024019719040411457,-0.27500962297228015,-0.08771462924363604,-0.04975828681011879,-0.08171035316666764,-0.02765121268519449
0.8210056300669845,-0.1470920375441059,0.4490196257610623,0.028534230423338035,-0.00894784979434201,-0.12968264515306566,-0.19256065519540025,-0.0605127465536095,-0.2024174904429618,-0.05717490649902966
0.6300908415481549,-0.1534197413927726,0.639307195192094,-0.15395224988716594,0.18691907963282928,-0.22266636466529385,-0.11293073216230454,-0.08201662494504423,-0.2069050200793047,-0.014970391653558967
0.6595800691406164,-0.2693165867357171,0.592324312559063,-0.02965495365182213,-0.02519771294747448,-0.2093338395613701,0.04319762796715624,-0.22510033608352545,-0.18966064697611135,-0.08793328422863307
0.6589350836006553,-0.2631717483419331,0.6003261346937263,-0.03303160647350103,-0.0169703845371072,-0.09727972318635805,-0.009093258754095696,-0.22481161052520593,-0.2712936634840019,-0.03298626273903821
0.7256861405418291,-0.08783422403299518,0.6151537432864503,-0.02213221475175939,0.09682686445636604,-0.0874365837848819,-0.1920191805644686,0.01726725850116902,-0.18043980405062543,-0.0034881275535605
0.6225251115003427,-0.16887246420050492,0.6422616387570829,-0.13339354584603208,-0.05613170009396078,-0.35211607734698064,0.02683282479697395,-0.15640321657125084,0.026524216677281286,0.025074395338653653
0.7915074389743527,0.08850176878604898,0.5398794941488856,-0.02067307266583621,0.07251741767077899,-0.10965050753474441,-0.19844313756945384,0.021433000013882066,-0.12283601772091352,0.03970412545689028
0.39352344252868493,0.5744358410986099,-0.5482698025972673,0.10922794837383741,-0.01559312421265275,0.10235749956872196,-0.15707469036410396,-0.03140508877648323,-0.2710960735509359,0.304565627092515
0.3373741570733276,0.5429628133304815,-0.6211816785251668,-0.029894330618988874,-0.07144439987674386,-0.23351130589219665,0.30224669562001943,-0.22459131804157487,0.056079094877319983,0.006220164985769336
0.7166885073707975,0.030694720874830585,-0.35975727291690046,-0.1617218282826005,0.019332201399136485,0.2999422058497386,-0.3024627474374439,-0.2270843989348166,-0.28491737794664934,-0.12356440186975853
0.71281074061038,-0.04633579217331444,0.6174736758130889,0.03412608739147734,0.2528368064138727,-0.06305055566776671,-0.13515704587978272,-0.07910080831998485,-0.12192911394763305,-0.004755551273471253
0.45960141489942324,-0.10619267971742366,0.48865608611542566,0.5795536789569744,0.31636951818649645,-0.0009249299703648814,0.017447416593912808,-0.31369850900353635,0.009796973047523902,0.06264775970398011
0.45274065374334643,-0.024781852257620925,0.29102723185177665,0.6223497604139304,0.26895064508308814,0.05262990120033355,0.12478959960361256,-0.46599843338646846,-0.11308650722268684,0.04214010068187635
0.4601772202143452,0.6305896717287371,-0.5914896975689571,0.0016156880674821586,0.0759670539388587,-0.013342736452477839,-0.09375030727146468,-0.10431062650368744,-0.1212930177248298,0.020001853979633187
0.6718153092874581,-0.21429355504019504,0.5455657573382775,-0.1707805214417259,-0.08486162438483044,-0.17571640170089542,-0.0952169698100326,-0.3110731468865979,0.16888947170827187,-0.05916336335654464
0.7741994901266772,0.13609784913329218,0.3336517327624582,0.026303777779592575,0.2399774768572289,0.014410815371976636,-0.06295971626903543,-0.04839908414701674,-0.3871448141748322,-0.2368391692439323
0.34899063635862276,0.6982023460655968,-0.5243554162059956,0.018112233030427194,0.1341046110832372,-0.21710198174578216,-0.11795363907838587,-0.06404890682504337,0.07217420771743599,-0.16462262087544263
0.5828795415392538,-0.24573558096761722,0.5845296511122459,0.01318800260554082,0.07717437196389633,-0.2958996213519493,-0.13942980180559475,-0.09548908901704747,-0.1602575910557548,-0.3320584692659926
0.638130441909273,-0.15335511675955896,0.607042232787192,-0.10696081243732634,0.2304568041686494,-0.23976828784504028,-0.09635351533413587,-0.11430623973931296,-0.23742045357651262,-0.003647040854251352
0.6478593572451615,-0.2882446086897041,0.5920883160414501,-0.14652782370811654,-0.027751983787872535,-0.2945146773979169,0.07484190401703868,-0.08389565834867888,0.011371841844741637,0.15772172645901206
0.8466806998949742,-0.13955298825614842,0.430813280905233,0.0003247774166103394,0.01595090137998242,0.01313025017828702,-0.10501665690942749,0.0902758839520809,-0.24143326482034225,-0.012707394354652244
0.5014335243968892,0.29483604732962654,-0.5887350879641966,0.10752764259901516,-0.12368303870445799,0.3464417545924235,-0.17439214154847515,0.011696541930060195,-0.34918952834411565,0.12515106816335375
0.615596399729145,-0.21608691922515721,0.653341850971341,-0.04896014369824355,0.10043538084760373,-0.1393206220858308,0.1516548288533812,-0.07155895369904958,-0.29069188837582044,-0.05454997413149526
0.8375449424620103,0.01016480696108837,0.43047536926334096,-0.17975325521521257,0.00702382138722156,-0.1284679884334533,0.029623107825754287,-0.05703211061763726,-0.11713761282387582,0.21538361390092878
0.7773319312130198,-0.06136588410832249,0.4746435086833993,-0.05750364441205441,0.059672359507644844,-0.14882305461909023,0.11051935097993884,-0.28219346716174987,0.14486535879892945,-0.15764968576936464
0.38998843481565376,0.6816625512656435,-0.556007112690708,0.028520640773840193,0.12155303199758521,-0.1209817953650596,-0.12843648218160145,-0.007137011904313039,-0.007317790193993357,-0.1651535626447488
0.4141166079873373,0.4261981695723728,-0.6584607351764057,0.10901520817848726,0.02930427109735441,-0.2224465019661178,0.04283046411544634,-0.28989875017968014,-0.05070586288997795,-0.2502392750428236
0.5464270404858892,-0.22997335524338994,0.41631715506015443,-0.17542754668328656,0.1126179865429813,-0.30339431236757636,0.19405863569548504,0.20316130310208041,0.4937022771223878,-0.1304945221045065
0.4681582556051089,-0.22471743391688254,0.4030963350853492,-0.1192005216763126,0.0842730891415212,-0.34668022336103665,0.2276729976332785,0.1896899429290722,0.5522487534261592,-0.18316500236625638
0.44767952845938447,0.2512526063531326,-0.19774708656983114,-0.0714867258006381,0.15582105589687145,-0.30548930291416065,0.19454139278894705,0.0965867283684473,0.6930835797719587,-0.217017952197731
0.6834834450433624,-0.1638254876923267,0.5803358099283057,-0.08228479553645587,0.11490505574690375,-0.3627586804105443,0.12296532978479523,0.020205858033337187,0.0006149453491982105,-0.046097622902724504
0.6210393535688512,-0.19820984154184496,0.5538223984914128,0.0072506621540402195,0.09139903462871025,-0.42019366808274483,0.03307367161153058,-0.23284636000649617,-0.1379416986806281,-0.09484434235817893
0.6208033163790417,-0.19106315796736154,0.6638096516276415,-0.13926922039059073,0.1290799526379291,-0.31611207825426496,-0.002035319572164986,0.01244456449056234,-0.03510022367034998,0.008912187949043018
0.7615017235546196,0.006104733826857926,0.4227285947145599,0.12086579542369794,0.09778975044488845,0.2431837871054154,-0.16385642606118275,0.3116797169859732,-0.13977820224547863,0.12057173046578315
0.014941986141627324,0.1508133847135152,-0.39927874495434934,0.4122773229365096,-0.5470172954096877,-0.5340895810846966,-0.08181047566106087,-0.0075265872836724045,-0.08739734190701696,-0.22083580313070922
0.20846225186849482,0.510098753211013,-0.5595351409857526,0.2936852710750045,-0.20198340111342442,-0.4338571388406835,-0.19085783610419046,0.11733025488286526,0.08221118718193839,-0.10502878755205634
0.6419147577813781,-0.307518589797646,0.4848534857540791,0.10778749323428102,0.10017912927172196,-0.3826728569790453,-0.21488982553624053,0.10212919969105222,-0.18254725013672346,0.016456969179504843
0.3711040816964119,0.6103468027922336,-0.5615738640256899,0.02498318969992592,0.07043918704460216,-0.3009618088386289,0.0014479199910951799,-0.12492196730847965,0.11542541360597862,-0.22203348035753093
0.6503577208614935,-0.06822269026970439,0.5759363152694841,-0.11764090355671628,0.08009166937342027,-0.40101920457396045,0.030915008126092873,-0.14473404706012757,-0.12619925695436918,0.14757189946107213
0.706244509432768,0.5514456066563697,-0.2901535616376647,0.19009060156997168,-0.008049849271380007,0.10105771014456259,-0.06452339361099804,0.1024749596587833,-0.17128510038178968,0.15007490634112763
0.5999103943408004,0.2574734277245699,-0.6143350823752468,0.017733371106062885,-0.04499521231814506,0.32225383136053515,-0.1133288611263842,-0.0217926005949289,-0.26459057068443675,0.08303172665753
0.5947094698144536,-0.17855905765874538,0.58520570112498,-0.07706373830378646,0.028920541387056367,-0.27801861465677546,-0.1906904872903137,-0.32213330152242725,-0.19625910532276797,-0.09618558585284838
0.5650146040999001,0.5295645708282343,-0.4611316794400282,-0.002499778815338696,-0.010524573733540888,0.27587753121235425,-0.16771289131007344,0.0011675516439808094,-0.22364344040697073,0.1825010777898213
0.8181778166843503,0.48341239181878215,0.04266428514741478,0.038270672984318896,0.07823231667140479,0.036900570840672116,-0.25506546837006994,-0.049059061126867885,-0.10562811213438184,-0.08664989253976323
0.7743225896161533,0.025672789449112138,0.5072528994440659,-0.007626970695243878,0.10866262176794991,0.016055930262637113,-0.2527969208162177,-0.04726047502574191,-0.2518059862632178,0.0281124840194405
0.620594017977855,-0.17350146780713652,-0.31984980602863344,0.18353768626928763,-0.4806851881349032,0.013787831224056479,0.27388295025105047,0.09892745530872242,0.08524747824242321,0.3541981451678024
0.6392770737543588,-0.24964258258125627,0.6696412637560509,-0.13401502651223382,0.047323146856345456,-0.12346934413186456,0.11758443907336634,-0.0949927256758266,-0.04232501485734119,0.1431735666364913
0.1971729413038923,0.49060746181264236,-0.5817519650596433,0.23301346711384116,-0.1268715464851073,-0.36912150738745725,-0.16055285663734525,0.365931124641742,0.10256741226945551,-0.07173957474792218
0.4218666884542113,0.7386995837922756,-0.44513539683021974,0.08021144772328831,0.10052949896081029,0.06424224689742107,-0.1669136918911971,0.1181895961413112,-0.09653813917737708,-0.07993875330755382
-0.21931664716013857,-0.1384939082414055,-0.5091671827748743,0.4048629366720007,-0.3347441362253291,-0.39739656638607107,-0.4372261349912716,-0.05580374476472026,0.17981934887536433,0.11384643675172766
0.7270146188264415,0.03366628819915298,0.461879729470055,-0.2571639962402015,0.30277179832107337,-0.20562202524074033,-0.06944272844908564,-0.018477600476433712,-0.22600492576517692,0.02563200630755205
0.6859194746760936,-0.17473866517389308,0.6285990991826064,-0.16442274276324614,0.030120174612222373,-0.18899086739026102,-0.1813750673504575,-0.07228011315251617,0.011864810354522467,0.04384439426287652
0.847155502969689,0.029318968735861234,0.45539973676860857,-0.09614372550523548,0.06308670456452543,0.08289986101030605,-0.20755647432008256,0.06151553137956811,-0.07202590227900668,0.043949006552552426
0.5432685873967329,0.07808995256589102,-0.5637169041191514,-0.038057342633490907,-0.32651368543044373,0.10623675404303976,-0.41217930173012085,0.1362225092296139,-0.05882386139622633,0.26406450308614954
0.7258349087571627,-0.2677756055117971,0.3545578391606316,-0.0876915682122353,-0.23342031274453734,0.08970460732240712,0.15291423264755366,-0.27977910557827934,0.31754836299078054,-0.05505275285916972
0.7784444849838018,0.33593172256161347,-0.060928060820017636,-0.05404465249565161,-0.12457748958303692,-0.02046958431472844,0.019721431827124946,-0.14597174368968807,0.46009724680624964,-0.15879638653252476
0.52711526182867,-0.3704246484203678,-0.2728181261056486,0.07444761165424306,-0.3171136295968858,0.4102908678415744,0.3095872806880238,-0.1469675604763439,0.3415365404353331,-0.04441054850042758
0.5278961326622172,-0.18019361780644663,0.15488370439244248,-0.07391518380827132,-0.526877555947869,0.16252045450684105,0.31648069086662184,-0.14139496965680312,-0.12113134151287333,0.46964379354068136
0.32030116516086415,0.6316395872477196,-0.6096005137117066,0.005460364243358229,0.17126907209244552,-0.2154919609104807,-0.03179284573109692,-0.03740243850311006,0.01005371916702887,-0.2202619089531263
0.518319881278383,-0.07691952431030347,0.4768459844623181,0.4429484147901727,0.3631472759061333,0.08190811937414061,0.12503810790739328,-0.36337988774210805,0.12433818649524463,0.010869981856805305
0.6432858724181505,-0.10322062478986915,0.5550710426433743,-0.23793992481023016,0.3568584041594505,-0.13855657414656455,-0.09466523016373604,0.03975803800868921,-0.23165262523671604,-0.007650342445228041
0.7351407640133925,-0.26139447942098426,0.5610561788920816,-0.15558270849209327,0.08959201717370657,-0.11779248319645531,-0.08279413013683137,0.009788737001866159,-0.13262038336265122,0.0762254293527797
0.7431399884116234,-0.17859748629544767,0.5684820361424328,-0.10819144577587271,-0.15541679246334603,-0.11269149754003134,-0.0828242804298204,-0.020195085353677807,-0.03528597101024066,0.1886852551422469
0.7088775723453874,0.2158153621817955,0.14904550936252656,0.08244337218041338,-0.17775054906443905,0.35073030351763185,-0.2201231330486931,0.41685066418073424,0.030290474449587615,0.21014675139693384
0.11925416671845324,-0.06531901007651707,-0.636915307790624,0.25136793958292014,-0.44584257709100883,-0.2674692335578507,0.1434005566860551,-0.36619692589517405,0.03843869727619553,-0.2936121322532671
0.7665058136370023,-0.14059785433473548,0.5326494287430428,-0.09686356888480457,-0.0744612857865284,-0.11987239213229622,-0.0028331011922668446,0.07075814772781149,0.27118096414409465,-0.033695480066251476
0.7886886873749737,0.2385669375278338,0.20132874532627043,0.022589812343334088,-0.06311932234032966,0.23392814209774654,-0.2165383303071068,0.37986845221232085,0.07047493718892274,0.1585887027527867
0.8346460662793185,0.28647987861640023,0.015173063134924829,-0.06560094809590884,-0.09259776102951103,0.30748218690104734,-0.11618046326176043,0.2830099316517415,0.13477120754053745,0.04342898235175816
0.8146430501270051,0.39476199282806307,0.18318304655040912,-0.08373524314995975,0.10543985712361015,0.08039428558334137,-0.2797068244671849,0.1430827529029548,-0.1516830226270762,-0.025591494671472283
0.7309497152468204,0.5125823180669831,-0.20416850406192852,-0.18158003926309702,0.24302731137967346,0.04115231402636555,-0.22257304104115758,0.11165693315896173,0.05872362701077701,-0.0458858535908938
0.6511190244117743,0.5531415068013231,-0.46920646818952816,0.019527479556069927,0.029017235977727044,0.17280310568701007,-0.059219113324080856,-0.01418457886237317,-0.12298890593238933,-0.0022731678810691794
0.6323874650332276,0.20827381131067432,0.07679805582442528,-0.2842323583427803,0.3949391833477472,0.3937959851314385,-0.12115459976081595,0.33204932180563496,-0.1636167445492012,0.08523071032658298
0.8839490768579447,0.010178986462891667,0.2702850499157735,0.015429650658033327,-0.16876581493739504,0.14318480547295584,0.13760319027440143,-0.14137212691265716,-0.07046662255142777,0.22884117960729103
0.3098708530743029,-0.09866285985403626,-0.7516638370314922,-0.04563752671450858,-0.2202780409021281,0.41573932003146297,0.2017438770004881,-0.20082624842735597,-0.05248344591412393,0.14837959149217844
0.2673394706764408,0.6359823375691835,-0.54329600488945,-0.018335231305470087,0.049031570317394066,-0.4072738984604809,0.1077495464173794,-0.17059818943770977,-0.12400057396372843,0.06467898802329572
0.8532047031864248,0.2742268083969964,0.1844724412407317,-0.14469835731936745,0.18374442415561387,-0.22274524157447945,-0.22574672182035752,-0.05890098145454928,-0.06314672341253026,0.00882173847300006
0.7485524733850123,-0.20457447367707154,0.11745471753365133,0.1582115266499567,-0.41843649163282737,0.29091098902498513,0.2984040688125476,0.06189977914101422,-0.07903931087822082,-0.012243234945530876
0.3329993248294463,0.6542018040520363,-0.6066915268859242,0.02722801268149183,0.1396056190988619,-0.20578940079589492,-0.08052033660902141,-0.10183224894680477,-0.07108022725990143,-0.09257828667680662
0.3329993248294463,0.6542018040520363,-0.6066915268859242,0.02722801268149183,0.1396056190988619,-0.20578940079589492,-0.08052033660902141,-0.10183224894680477,-0.07108022725990143,-0.09257828667680662
0.7008216485999179,0.28774795131135267,-0.30380032601562884,0.14085198051860662,-0.3297676678663112,0.4175373317952869,-0.04340127340257063,0.07773054856748522,-0.12591367447365245,0.08397686896318028
0.30325860954136424,0.681328168804539,-0.5821889473984136,0.057668809111567645,0.05658859174887104,-0.22636222155258615,-0.06405507834716807,0.05921069548319727,0.007271874676662204,-0.1986265751855768
0.4384844972661551,0.6657014726421213,-0.42566791752665434,-0.07467324319982553,0.21001284803250972,-0.18744242759807342,-0.16057280773762603,-0.11100218361789496,0.036264734754185866,-0.24319400357705648
0.5876124746506546,-0.19164430540430427,0.16406643078527866,-0.3418697890844543,0.4570023626418761,0.22031556237541808,-0.09251439923484706,0.20224962798070537,-0.40805609511445756,0.028767761687949173
0.6239989260920679,0.46796714711194326,-0.5905394203711977,0.10155163413607189,-0.11616548846610747,-0.025325604133044004,-0.04140487403373958,-0.023357169496200023,0.11437799073078109,0.0557179988180689
0.36692417433944496,0.6032309194129175,-0.6616533460320696,0.08353599038613768,0.04573981644885351,-0.14108799956023288,-0.0160578032189397,-0.1457268546406544,-0.07357529265375519,-0.08837561212739019
0.043209356828927264,-0.3208443317288236,-0.3233296664000497,0.19993590480700935,-0.6824914323613995,-0.0703290808173927,0.42891963518422455,-0.20900952985266877,0.0501457442761163,-0.223076353597616
0.3503751367183639,0.5407721679532618,-0.6241033952526752,0.002437538957628487,0.046631141939669586,-0.2921392710807378,0.03963152618833903,-0.1685177363018029,0.0405521620220258,-0.27596839693610964
0.8156424271387523,-0.3160877844290481,0.3497250479881313,-0.034603477230773255,-0.1673188057964418,0.04149975386374647,-0.11004936940242259,-0.15303098272069687,-0.1451213771864196,-0.15812514638875183
0.3009435240569579,0.6992492911420713,-0.5125620533134383,0.007195405540839167,0.14069952660763438,-0.2674073598581425,-0.04943547325834124,-0.09501010394299961,0.08932110858011569,-0.2167018518801211
-0.14055820114988712,-0.04413757253763002,-0.3405832328179766,0.3074031004553264,-0.3311216818350587,-0.43303600615196963,-0.527458172298945,-0.3753031864068565,0.22320249809784584,-0.04190406805040816
0.2998176447475488,-0.12074953709633607,-0.6177447693690926,0.28055779298206107,-0.6151543379376609,0.05536198999438265,-0.10515306012228123,0.06151734425058525,0.19509169964092535,0.028731925066805303
0.317221856593477,0.5438055078983102,-0.5867780397114032,-0.0576560473618823,0.19651563298989944,-0.23350503050834545,0.044798584110398394,-0.24824343271136576,0.01065632566115943,-0.3148410869193471
0.4557226114443549,0.5264493748080009,-0.6373294109620354,0.001607859398149461,0.03682132246753716,-0.13781179674398536,0.10935599862885856,-0.1768792298621761,-0.1823098581682124,-0.11021257643941648
0.2570650724225333,0.6235800477129297,-0.5303265411412844,-0.038189295214789115,0.16764939149879554,-0.257751882346109,-0.1071492556570766,-0.20192080429202097,0.1066447848762239,-0.32278843608295515
0.737306506020128,0.09579490098419736,0.41044690177648274,-0.31105596014330805,0.2779603619937007,0.22179198946238618,-0.1704442935554312,0.11821569801647043,-0.08609960589823547,0.07132309288662692
0.26228233128797485,0.6495608762227889,-0.5379463144292121,-0.005660455610913677,0.15627940278033206,-0.2398161007851167,-0.10933406075613078,-0.14210414709098163,0.02991402576571474,-0.3238564195451202
0.823970022904894,0.01705072318348226,0.5305715467156674,-0.06083570381203804,-0.026947421977325754,-0.07559463612358044,-0.13266780559095964,-0.07522124388713447,-0.056886539191116116,-0.05137851764303584
0.47654230551841387,0.5729634250592445,-0.5852111381331476,0.03164847424529951,0.0680722145214047,0.22613987844539082,-0.18873397594862787,0.02603724362198878,-0.08932665783541012,-0.03310389603095555
0.715744263698313,-0.06828062130550966,0.13944304869773022,0.14236035182950504,-0.2978499930590949,0.3275136019146082,0.3992371865896783,-0.17420669160424906,0.15831072112817174,-0.18043477311679865
